unicode_,name,script,diacritic,name_meaning,english_name,origin,transliteration,ordering,variants
𑀸,,Brahmi script,1,,,,Brahmi to Latin (IAST): ā; Brahmi to Devanagari: ा,,
𑀺,,Brahmi script,1,,,,Brahmi to Latin (IAST): i; Brahmi to Devanagari: ि,,
𑀻,,Brahmi script,1,,,𑀺:1,Brahmi to Latin (IAST): ī; Brahmi to Devanagari: ी,,
𑀼,,Brahmi script,1,,,𑀉:0,Brahmi to Latin (IAST): u; Brahmi to Devanagari: ु,,
𑀽,,Brahmi script,1,,,𑀼:1,Brahmi to Latin (IAST): ū; Brahmi to Devanagari: ू,,
𑁂,,Brahmi script,1,,,,Brahmi to Latin (IAST): e; Brahmi to Devanagari: े,,
𑁃,,Brahmi script,1,,,𑁃:1,Brahmi to Latin (IAST): ai; Brahmi to Devanagari: ै,,
𑁄,,Brahmi script,1,,,,Brahmi to Latin (IAST): o; Brahmi to Devanagari: ो,,
𑁅,,Brahmi script,1,,,𑁅:1,Brahmi to Latin (IAST): au; Brahmi to Devanagari: ौ,,
𑁀,,Brahmi script,1,,,𑀍:1,Brahmi to Latin (IAST): ḷ; Brahmi to Devanagari: ॢ,,
𑁁,,Brahmi script,1,,,𑀎:1,Brahmi to Latin (IAST): ḹ; Brahmi to Devanagari: ॣ,,
𑀾,,Brahmi script,1,,,,Brahmi to Latin (IAST): ṛ; Brahmi to Devanagari: ृ,,
𑀿,,Brahmi script,1,,,𑀾:1,Brahmi to Latin (IAST): ṝ; Brahmi to Devanagari: ॄ,,
𑁆,,Brahmi script,1,,virama,,Brahmi to Latin (IAST): ; Brahmi to Devanagari: ्,,
𑀀,,Brahmi script,1,,candrabindu,,Brahmi to Latin (IAST): ̃; Brahmi to Devanagari: ँ,,
𑀁,,Brahmi script,1,,anusvara,,Brahmi to Latin (IAST): ṃ; Brahmi to Devanagari: ं,,
𑀂,,Brahmi script,1,,visarga,,Brahmi to Latin (IAST): ḥ; Brahmi to Devanagari: ः,,
𑖀,,Siddham script,0,,,𑀅:1,Siddham to Latin (IAST): a; Siddham to Devanagari: अ;  Siddham to Brahmi: 𑀅,Shiksha order: 1,
𑖁,,Siddham script,0,,,𑀆:1,Siddham to Latin (IAST): ā; Siddham to Devanagari: आ;  Siddham to Brahmi: 𑀆,Shiksha order: 2,
𑖂,,Siddham script,0,,,𑀇:1,Siddham to Latin (IAST): i; Siddham to Devanagari: इ;  Siddham to Brahmi: 𑀇,Shiksha order: 3,
𑖃,,Siddham script,0,,,𑀈:1,Siddham to Latin (IAST): ī; Siddham to Devanagari: ई;  Siddham to Brahmi: 𑀈,Shiksha order: 4,
𑖄,,Siddham script,0,,,𑀉:1,Siddham to Latin (IAST): u; Siddham to Devanagari: उ;  Siddham to Brahmi: 𑀉,Shiksha order: 5,
𑖅,,Siddham script,0,,,𑀊:1,Siddham to Latin (IAST): ū; Siddham to Devanagari: ऊ;  Siddham to Brahmi: 𑀊,Shiksha order: 6,
𑖊,,Siddham script,0,,,𑀏:1,Siddham to Latin (IAST): e; Siddham to Devanagari: ए;  Siddham to Brahmi: 𑀏,Shiksha order: 7,
𑖋,,Siddham script,0,,,𑀐:1,Siddham to Latin (IAST): ai; Siddham to Devanagari: ऐ;  Siddham to Brahmi: 𑀐,Shiksha order: 8,
𑖌,,Siddham script,0,,,𑀑:1,Siddham to Latin (IAST): o; Siddham to Devanagari: ओ;  Siddham to Brahmi: 𑀑,Shiksha order: 9,
𑖍,,Siddham script,0,,,𑀒:1,Siddham to Latin (IAST): au; Siddham to Devanagari: औ;  Siddham to Brahmi: 𑀒,Shiksha order: 10,
𑖆,,Siddham script,0,,,𑀋:1,Siddham to Latin (IAST): ṛ; Siddham to Devanagari: ऋ;  Siddham to Brahmi: 𑀋,Shiksha order: 11,
𑖇,,Siddham script,0,,,𑀌:1,Siddham to Latin (IAST): ṝ; Siddham to Devanagari: ॠ;  Siddham to Brahmi: 𑀌,Shiksha order: 12,
𑖈,,Siddham script,0,,,𑀍:1,Siddham to Latin (IAST): ḷ; Siddham to Devanagari: ऌ;  Siddham to Brahmi: 𑀍,Shiksha order: 13,
𑖉,,Siddham script,0,,,𑀎:1,Siddham to Latin (IAST): ḹ; Siddham to Devanagari: ॡ;  Siddham to Brahmi: 𑀎,Shiksha order: 14,
𑖎,,Siddham script,0,,,𑀓:1,Siddham to Latin (IAST): ka; Siddham to Devanagari: क;  Siddham to Brahmi: 𑀓,Shiksha order: 15,
𑖏,,Siddham script,0,,,𑀔:1,Siddham to Latin (IAST): kha; Siddham to Devanagari: ख;  Siddham to Brahmi: 𑀔,Shiksha order: 16,
𑖐,,Siddham script,0,,,𑀕:1,Siddham to Latin (IAST): ga; Siddham to Devanagari: ग;  Siddham to Brahmi: 𑀕,Shiksha order: 17,
𑖑,,Siddham script,0,,,𑀖:1,Siddham to Latin (IAST): gha; Siddham to Devanagari: घ;  Siddham to Brahmi: 𑀖,Shiksha order: 18,
𑖒,,Siddham script,0,,,𑀗:1,Siddham to Latin (IAST): ṅ; Siddham to Devanagari: ङ;  Siddham to Brahmi: 𑀗,Shiksha order: 19,
𑖓,,Siddham script,0,,,𑀘:1,Siddham to Latin (IAST): ca; Siddham to Devanagari: च;  Siddham to Brahmi: 𑀘,Shiksha order: 20,
𑖔,,Siddham script,0,,,𑀙:1,Siddham to Latin (IAST): cha; Siddham to Devanagari: छ;  Siddham to Brahmi: 𑀙,Shiksha order: 21,
𑖕,,Siddham script,0,,,𑀚:1,Siddham to Latin (IAST): ja; Siddham to Devanagari: ज;  Siddham to Brahmi: 𑀚,Shiksha order: 22,
𑖖,,Siddham script,0,,,𑀛:1,Siddham to Latin (IAST): jha; Siddham to Devanagari: झ;  Siddham to Brahmi: 𑀛,Shiksha order: 23,
𑖗,,Siddham script,0,,,𑀜:1,Siddham to Latin (IAST): ñ; Siddham to Devanagari: ञ;  Siddham to Brahmi: 𑀜,Shiksha order: 24,
𑖘,,Siddham script,0,,,𑀝:1,Siddham to Latin (IAST): ṭa; Siddham to Devanagari: ट;  Siddham to Brahmi: 𑀝,Shiksha order: 25,
𑖙,,Siddham script,0,,,𑀞:1,Siddham to Latin (IAST): ṭha; Siddham to Devanagari: ठ;  Siddham to Brahmi: 𑀞,Shiksha order: 26,
𑖚,,Siddham script,0,,,𑀟:1,Siddham to Latin (IAST): ḍa; Siddham to Devanagari: ड;  Siddham to Brahmi: 𑀟,Shiksha order: 27,
𑖛,,Siddham script,0,,,𑀠:1,Siddham to Latin (IAST): ḍha; Siddham to Devanagari: ढ;  Siddham to Brahmi: 𑀠,Shiksha order: 28,
𑖜,,Siddham script,0,,,𑀡:1,Siddham to Latin (IAST): ṇa; Siddham to Devanagari: ण;  Siddham to Brahmi: 𑀡,Shiksha order: 29,
𑖝,,Siddham script,0,,,𑀢:1,Siddham to Latin (IAST): ta; Siddham to Devanagari: त;  Siddham to Brahmi: 𑀢,Shiksha order: 30,
𑖞,,Siddham script,0,,,𑀣:1,Siddham to Latin (IAST): tha; Siddham to Devanagari: थ;  Siddham to Brahmi: 𑀣,Shiksha order: 31,
𑖟,,Siddham script,0,,,𑀤:1,Siddham to Latin (IAST): da; Siddham to Devanagari: द;  Siddham to Brahmi: 𑀤,Shiksha order: 32,
𑖠,,Siddham script,0,,,𑀥:1,Siddham to Latin (IAST): dha; Siddham to Devanagari: ध;  Siddham to Brahmi: 𑀥,Shiksha order: 33,
𑖡,,Siddham script,0,,,𑀦:1,Siddham to Latin (IAST): na; Siddham to Devanagari: न;  Siddham to Brahmi: 𑀦,Shiksha order: 34,
𑖢,,Siddham script,0,,,𑀧:1,Siddham to Latin (IAST): pa; Siddham to Devanagari: प;  Siddham to Brahmi: 𑀧,Shiksha order: 35,
𑖣,,Siddham script,0,,,𑀨:1,Siddham to Latin (IAST): pha; Siddham to Devanagari: फ;  Siddham to Brahmi: 𑀨,Shiksha order: 36,
𑖤,,Siddham script,0,,,𑀩:1,Siddham to Latin (IAST): ba; Siddham to Devanagari: ब;  Siddham to Brahmi: 𑀩,Shiksha order: 37,
𑖥,,Siddham script,0,,,𑀪:1,Siddham to Latin (IAST): bha; Siddham to Devanagari: भ;  Siddham to Brahmi: 𑀪,Shiksha order: 38,
𑖦,,Siddham script,0,,,𑀫:1,Siddham to Latin (IAST): ma; Siddham to Devanagari: म;  Siddham to Brahmi: 𑀫,Shiksha order: 39,
𑖧,,Siddham script,0,,,𑀬:1,Siddham to Latin (IAST): ya; Siddham to Devanagari: य;  Siddham to Brahmi: 𑀬,Shiksha order: 40,
𑖨,,Siddham script,0,,,𑀭:1,Siddham to Latin (IAST): ra; Siddham to Devanagari: र;  Siddham to Brahmi: 𑀭,Shiksha order: 41,
𑖩,,Siddham script,0,,,𑀮:1,Siddham to Latin (IAST): la; Siddham to Devanagari: ल;  Siddham to Brahmi: 𑀮,Shiksha order: 42,
𑖪,,Siddham script,0,,,𑀯:1,Siddham to Latin (IAST): va; Siddham to Devanagari: व;  Siddham to Brahmi: 𑀯,Shiksha order: 43,
𑖫,,Siddham script,0,,,𑀰:1,Siddham to Latin (IAST): śa; Siddham to Devanagari: श;  Siddham to Brahmi: 𑀰,Shiksha order: 44,
𑖬,,Siddham script,0,,,𑀱:1,Siddham to Latin (IAST): ṣa; Siddham to Devanagari: ष;  Siddham to Brahmi: 𑀱,Shiksha order: 45,
𑖭,,Siddham script,0,,,𑀲:1,Siddham to Latin (IAST): sa; Siddham to Devanagari: स;  Siddham to Brahmi: 𑀲,Shiksha order: 46,
𑖮,,Siddham script,0,,,𑀳:1,Siddham to Latin (IAST): ha; Siddham to Devanagari: ह;  Siddham to Brahmi: 𑀳,Shiksha order: 47,
𑖯,,Siddham script,1,,,𑀸:1,Siddham to Latin (IAST): ā; Siddham to Devanagari: ा;  Siddham to Brahmi: 𑀸,,
𑖰,,Siddham script,1,,,𑀺:1,Siddham to Latin (IAST): i; Siddham to Devanagari: ि;  Siddham to Brahmi: 𑀺,,
𑖱,,Siddham script,1,,,𑀻:1,Siddham to Latin (IAST): ī; Siddham to Devanagari: ी;  Siddham to Brahmi: 𑀻,,
𑖲,,Siddham script,1,,,𑀼:1,Siddham to Latin (IAST): u; Siddham to Devanagari: ु;  Siddham to Brahmi: 𑀼,,
𑖳,,Siddham script,1,,,𑀽:1,Siddham to Latin (IAST): ū; Siddham to Devanagari: ू;  Siddham to Brahmi: 𑀽,,
𑖸,,Siddham script,1,,,𑁂:1,Siddham to Latin (IAST): e; Siddham to Devanagari: े;  Siddham to Brahmi: 𑁂,,
𑖹,,Siddham script,1,,,𑁃:1,Siddham to Latin (IAST): ai; Siddham to Devanagari: ै;  Siddham to Brahmi: 𑁃,,
𑖺,,Siddham script,1,,,𑁄:1,Siddham to Latin (IAST): o; Siddham to Devanagari: ो;  Siddham to Brahmi: 𑁄,,
𑖻,,Siddham script,1,,,𑁅:1,Siddham to Latin (IAST): au; Siddham to Devanagari: ौ;  Siddham to Brahmi: 𑁅,,
𑖴,,Siddham script,1,,,𑀾:1,Siddham to Latin (IAST): ṛ; Siddham to Devanagari: ृ;  Siddham to Brahmi: 𑀾,,
𑖵,,Siddham script,1,,,𑀿:1,Siddham to Latin (IAST): ṝ; Siddham to Devanagari: ॄ;  Siddham to Brahmi: 𑀿,,
𑖿,,Siddham script,1,,virama,𑁆:1,Siddham to Latin (IAST): ; Siddham to Devanagari: ्;  Siddham to Brahmi: 𑁆,,
𑖼,,Siddham script,1,,candrabindu,𑀀:1,Siddham to Latin (IAST): ̃; Siddham to Devanagari: ँ;  Siddham to Brahmi: 𑀀,,
𑖽,,Siddham script,1,,anusvara,𑀁:1,Siddham to Latin (IAST): ṃ; Siddham to Devanagari: ं;  Siddham to Brahmi: 𑀁,,
𑖾,,Siddham script,1,,visarga,𑀂:1,Siddham to Latin (IAST): ḥ; Siddham to Devanagari: ः;  Siddham to Brahmi: 𑀂,,
अ,,Devanagari,0,,,𑖀:1,Devanagari to Latin (IAST): a; Devanagari to Brahmi: 𑀅,Shiksha order: 1,
आ,,Devanagari,0,,,𑖁:1,Devanagari to Latin (IAST): ā; Devanagari to Brahmi: 𑀆,Shiksha order: 2,
इ,,Devanagari,0,,,𑖂:1,Devanagari to Latin (IAST): i; Devanagari to Brahmi: 𑀇,Shiksha order: 3,
ई,,Devanagari,0,,,𑖃:1,Devanagari to Latin (IAST): ī; Devanagari to Brahmi: 𑀈,Shiksha order: 4,
उ,,Devanagari,0,,,𑖄:1,Devanagari to Latin (IAST): u; Devanagari to Brahmi: 𑀉,Shiksha order: 5,
ऊ,,Devanagari,0,,,𑖅:1,Devanagari to Latin (IAST): ū; Devanagari to Brahmi: 𑀊,Shiksha order: 6,
ए,,Devanagari,0,,,𑖊:1,Devanagari to Latin (IAST): e; Devanagari to Brahmi: 𑀏,Shiksha order: 7,
ऐ,,Devanagari,0,,,𑖋:1,Devanagari to Latin (IAST): ai; Devanagari to Brahmi: 𑀐,Shiksha order: 8,
ओ,,Devanagari,0,,,𑖌:1,Devanagari to Latin (IAST): o; Devanagari to Brahmi: 𑀑,Shiksha order: 9,
औ,,Devanagari,0,,,𑖍:1,Devanagari to Latin (IAST): au; Devanagari to Brahmi: 𑀒,Shiksha order: 10,
ऋ,,Devanagari,0,,,𑖆:1,Devanagari to Latin (IAST): ṛ; Devanagari to Brahmi: 𑀋,Shiksha order: 11,
ॠ,,Devanagari,0,,,𑖇:1,Devanagari to Latin (IAST): ṝ; Devanagari to Brahmi: 𑀌,Shiksha order: 12,
ऌ,,Devanagari,0,,,𑖈:1,Devanagari to Latin (IAST): ḷ; Devanagari to Brahmi: 𑀍,Shiksha order: 13,
ॡ,,Devanagari,0,,,𑖉:1,Devanagari to Latin (IAST): ḹ; Devanagari to Brahmi: 𑀎,Shiksha order: 14,
क,,Devanagari,0,,,𑖎:1,Devanagari to Latin (IAST): ka; Devanagari to Brahmi: 𑀓,Shiksha order: 15,
ख,,Devanagari,0,,,𑖏:1,Devanagari to Latin (IAST): kha; Devanagari to Brahmi: 𑀔,Shiksha order: 16,
ग,,Devanagari,0,,,𑖐:1,Devanagari to Latin (IAST): ga; Devanagari to Brahmi: 𑀕,Shiksha order: 17,
घ,,Devanagari,0,,,𑖑:1,Devanagari to Latin (IAST): gha; Devanagari to Brahmi: 𑀖,Shiksha order: 18,
ङ,,Devanagari,0,,,𑖒:1,Devanagari to Latin (IAST): ṅ; Devanagari to Brahmi: 𑀗,Shiksha order: 19,
च,,Devanagari,0,,,𑖓:1,Devanagari to Latin (IAST): ca; Devanagari to Brahmi: 𑀘,Shiksha order: 20,
छ,,Devanagari,0,,,𑖔:1,Devanagari to Latin (IAST): cha; Devanagari to Brahmi: 𑀙,Shiksha order: 21,
ज,,Devanagari,0,,,𑖕:1,Devanagari to Latin (IAST): ja; Devanagari to Brahmi: 𑀚,Shiksha order: 22,
झ,,Devanagari,0,,,𑖖:1,Devanagari to Latin (IAST): jha; Devanagari to Brahmi: 𑀛,Shiksha order: 23,
ञ,,Devanagari,0,,,𑖗:1,Devanagari to Latin (IAST): ñ; Devanagari to Brahmi: 𑀜,Shiksha order: 24,
ट,,Devanagari,0,,,𑖘:1,Devanagari to Latin (IAST): ṭa; Devanagari to Brahmi: 𑀝,Shiksha order: 25,
ठ,,Devanagari,0,,,𑖙:1,Devanagari to Latin (IAST): ṭha; Devanagari to Brahmi: 𑀞,Shiksha order: 26,
ड,,Devanagari,0,,,𑖚:1,Devanagari to Latin (IAST): ḍa; Devanagari to Brahmi: 𑀟,Shiksha order: 27,
ढ,,Devanagari,0,,,𑖛:1,Devanagari to Latin (IAST): ḍha; Devanagari to Brahmi: 𑀠,Shiksha order: 28,
ण,,Devanagari,0,,,𑖜:1,Devanagari to Latin (IAST): ṇa; Devanagari to Brahmi: 𑀡,Shiksha order: 29,
त,,Devanagari,0,,,𑖝:1,Devanagari to Latin (IAST): ta; Devanagari to Brahmi: 𑀢,Shiksha order: 30,
थ,,Devanagari,0,,,𑖞:1,Devanagari to Latin (IAST): tha; Devanagari to Brahmi: 𑀣,Shiksha order: 31,
द,,Devanagari,0,,,𑖟:1,Devanagari to Latin (IAST): da; Devanagari to Brahmi: 𑀤,Shiksha order: 32,
ध,,Devanagari,0,,,𑖠:1,Devanagari to Latin (IAST): dha; Devanagari to Brahmi: 𑀥,Shiksha order: 33,
न,,Devanagari,0,,,𑖡:1,Devanagari to Latin (IAST): na; Devanagari to Brahmi: 𑀦,Shiksha order: 34,
प,,Devanagari,0,,,𑖢:1,Devanagari to Latin (IAST): pa; Devanagari to Brahmi: 𑀧,Shiksha order: 35,
फ,,Devanagari,0,,,𑖣:1,Devanagari to Latin (IAST): pha; Devanagari to Brahmi: 𑀨,Shiksha order: 36,
ब,,Devanagari,0,,,𑖤:1,Devanagari to Latin (IAST): ba; Devanagari to Brahmi: 𑀩,Shiksha order: 37,
भ,,Devanagari,0,,,𑖥:1,Devanagari to Latin (IAST): bha; Devanagari to Brahmi: 𑀪,Shiksha order: 38,
म,,Devanagari,0,,,𑖦:1,Devanagari to Latin (IAST): ma; Devanagari to Brahmi: 𑀫,Shiksha order: 39,
य,,Devanagari,0,,,𑖧:1,Devanagari to Latin (IAST): ya; Devanagari to Brahmi: 𑀬,Shiksha order: 40,
र,,Devanagari,0,,,𑖨:1,Devanagari to Latin (IAST): ra; Devanagari to Brahmi: 𑀭,Shiksha order: 41,
ल,,Devanagari,0,,,𑖩:1,Devanagari to Latin (IAST): la; Devanagari to Brahmi: 𑀮,Shiksha order: 42,
ळ,,Devanagari,0,,,𑀴:1,Devanagari to Latin (IAST): ḷa; Devanagari to Brahmi: 𑀴,,
व,,Devanagari,0,,,𑖪:1,Devanagari to Latin (IAST): va; Devanagari to Brahmi: 𑀯,Shiksha order: 43,
श,,Devanagari,0,,,𑖫:1,Devanagari to Latin (IAST): śa; Devanagari to Brahmi: 𑀰,Shiksha order: 44,
ष,,Devanagari,0,,,𑖬:1,Devanagari to Latin (IAST): ṣa; Devanagari to Brahmi: 𑀱,Shiksha order: 45,
स,,Devanagari,0,,,𑖭:1,Devanagari to Latin (IAST): sa; Devanagari to Brahmi: 𑀲,Shiksha order: 46,
ह,,Devanagari,0,,,𑖮:1,Devanagari to Latin (IAST): ha; Devanagari to Brahmi: 𑀳,Shiksha order: 47,
ा,,Devanagari,1,,,𑖯:1,Devanagari to Latin (IAST): ā; Devanagari to Brahmi: 𑀸,,
ि,,Devanagari,1,,,𑖰:1,Devanagari to Latin (IAST): i; Devanagari to Brahmi: 𑀺,,
ी,,Devanagari,1,,,𑖱:1,Devanagari to Latin (IAST): ī; Devanagari to Brahmi: 𑀻,,
ु,,Devanagari,1,,,𑖲:1,Devanagari to Latin (IAST): u; Devanagari to Brahmi: 𑀼,,
ू,,Devanagari,1,,,𑖳:1,Devanagari to Latin (IAST): ū; Devanagari to Brahmi: 𑀽,,
े,,Devanagari,1,,,𑖸:1,Devanagari to Latin (IAST): e; Devanagari to Brahmi: 𑁂,,
ै,,Devanagari,1,,,𑖹:1,Devanagari to Latin (IAST): ai; Devanagari to Brahmi: 𑁃,,
ो,,Devanagari,1,,,𑖺:1,Devanagari to Latin (IAST): o; Devanagari to Brahmi: 𑁄,,
ौ,,Devanagari,1,,,𑖻:1,Devanagari to Latin (IAST): au; Devanagari to Brahmi: 𑁅,,
ॢ,,Devanagari,1,,,𑁀:1,Devanagari to Latin (IAST): ḷ; Devanagari to Brahmi: 𑁀,,
ॣ,,Devanagari,1,,,𑁁:1,Devanagari to Latin (IAST): ḹ; Devanagari to Brahmi: 𑁁,,
ृ,,Devanagari,1,,,𑖴:1,Devanagari to Latin (IAST): ṛ; Devanagari to Brahmi: 𑀾,,
ॄ,,Devanagari,1,,,𑖵:1,Devanagari to Latin (IAST): ṝ; Devanagari to Brahmi: 𑀿,,
्,,Devanagari,1,,virama,𑖿:1,Devanagari to Latin (IAST): ; Devanagari to Brahmi: 𑁆,,
ँ,,Devanagari,1,,candrabindu,𑖼:1,Devanagari to Latin (IAST): ̃; Devanagari to Brahmi: 𑀀,,
ं,,Devanagari,1,,anusvara,𑖽:1,Devanagari to Latin (IAST): ṃ; Devanagari to Brahmi: 𑀁,,
ः,,Devanagari,1,,visarga,𑖾:1,Devanagari to Latin (IAST): ḥ; Devanagari to Brahmi: 𑀂,,
Α,άλφα,Greek script,0,,alpha,𐤀:1,Modern Greek to Latin: a; Classical Greek to Latin: a; Western Archaic Greek to Latin: a,Classical Greek order: 1; Western Archaic Greek order: 1,miniscule: α
Β,βήτα,Greek script,0,,beta,𐤁:1,Modern Greek to Latin: v; Classical Greek to Latin: b; Western Archaic Greek to Latin: b,Classical Greek order: 2; Western Archaic Greek order: 2,miniscule: β
Γ,γάμμα,Greek script,0,,gamma,𐤂:1,Modern Greek to Latin: g; Classical Greek to Latin: g; Western Archaic Greek to Latin: g,Classical Greek order: 3; Western Archaic Greek order: 3,miniscule: γ
Δ,δέλτα,Greek script,0,,delta,𐤃:1,Modern Greek to Latin: d; Classical Greek to Latin: d; Western Archaic Greek to Latin: d,Classical Greek order: 4; Western Archaic Greek order: 4,miniscule: δ
Ε,έψιλον,Greek script,0,,epsilon,𐤄:1,Modern Greek to Latin: e; Classical Greek to Latin: e; Western Archaic Greek to Latin: e,Classical Greek order: 5; Western Archaic Greek order: 5,miniscule: ε
Ϝ,δίγαμμα,Greek script,0,,digamma,𐤅:1,Modern Greek to Latin: w; Western Archaic Greek to Latin: w,Western Archaic Greek order: 6,miniscule: ϝ
Ζ,ζῆτα,Greek script,0,,zeta,𐤆:1,Modern Greek to Latin: z; Classical Greek to Latin: z; Western Archaic Greek to Latin: z,Classical Greek order: 6; Western Archaic Greek order: 7,miniscule: ζ
Η,ήτα,Greek script,0,,eta,𐤇:1,Modern Greek to Latin: i; Classical Greek to Latin: e; Western Archaic Greek to Latin: h,Classical Greek order: 7; Western Archaic Greek order: 8,miniscule: η
Θ,θήτα,Greek script,0,,theta,𐤈:1,Modern Greek to Latin: th; Classical Greek to Latin: th; Western Archaic Greek to Latin: th,Classical Greek order: 8; Western Archaic Greek order: 9,miniscule: θ
Ι,ιώτα,Greek script,0,,iota,𐤉:1,Modern Greek to Latin: i; Classical Greek to Latin: i; Western Archaic Greek to Latin: i,Classical Greek order: 9; Western Archaic Greek order: 10,miniscule: ι
Κ,κάππα,Greek script,0,,kappa,𐤊:1,Modern Greek to Latin: k; Classical Greek to Latin: k; Western Archaic Greek to Latin: k,Classical Greek order: 10; Western Archaic Greek order: 11,miniscule: κ
Λ,λάμβδα,Greek script,0,,lambda,𐤋:1,Modern Greek to Latin: l; Classical Greek to Latin: l; Western Archaic Greek to Latin: l,Classical Greek order: 11; Western Archaic Greek order: 12,miniscule: λ
Μ,μυ,Greek script,0,,mu,𐤌:1,Modern Greek to Latin: m; Classical Greek to Latin: m; Western Archaic Greek to Latin: m,Classical Greek order: 12; Western Archaic Greek order: 13,miniscule: μ
Ν,νυ,Greek script,0,,nu,𐤍:1,Modern Greek to Latin: n; Classical Greek to Latin: n; Western Archaic Greek to Latin: n,Classical Greek order: 13; Western Archaic Greek order: 14,miniscule: ν
Ξ,ξι,Greek script,0,,xi,𐤎:1,Modern Greek to Latin: x; Classical Greek to Latin: x; Western Archaic Greek to Latin: x,Classical Greek order: 14,miniscule: ξ
Ο,όμικρον,Greek script,0,,omicron,𐤏:1,Modern Greek to Latin: o; Classical Greek to Latin: o; Western Archaic Greek to Latin: o,Classical Greek order: 15; Western Archaic Greek order: 15,miniscule: ο
Π,πι,Greek script,0,,pi,𐤐:1,Modern Greek to Latin: p; Classical Greek to Latin: p; Western Archaic Greek to Latin: p,Classical Greek order: 16; Western Archaic Greek order: 16,miniscule: π
Ϻ,σαν,Greek script,0,,san,𐤑:1,Western Archaic Greek to Latin: s,Western Archaic Greek order: 17,miniscule: ϻ
Ϙ,κόππα,Greek script,0,,koppa,𐤒:1,Western Archaic Greek to Latin: k,Western Archaic Greek order: 18,miniscule: ϙ
Ρ,ρώ,Greek script,0,,rho,𐤓:1,Modern Greek to Latin: r; Classical Greek to Latin: r; Western Archaic Greek to Latin: r,Classical Greek order: 17; Western Archaic Greek order: 19,miniscule: ρ
Σ,σίγμα,Greek script,0,,sigma,𐤔:1;𐤎:0,Modern Greek to Latin: s; Classical Greek to Latin: s; Western Archaic Greek to Latin: s,Classical Greek order: 18; Western Archaic Greek order: 20,miniscule: σ; final miniscule: ς
Τ,ταυ,Greek script,0,,tau,𐤕:1,Modern Greek to Latin: t; Classical Greek to Latin: t; Western Archaic Greek to Latin: t,Classical Greek order: 19; Western Archaic Greek order: 21,miniscule: τ
Υ,ύψιλον,Greek script,0,,upsilon,𐤅:1,Modern Greek to Latin: y; Classical Greek to Latin: y; Western Archaic Greek to Latin: y,Classical Greek order: 20; Western Archaic Greek order: 22,miniscule: υ
Φ,φι,Greek script,0,,phi,𐤒:1,Modern Greek to Latin: f; Classical Greek to Latin: ph; Western Archaic Greek to Latin: ph,Classical Greek order: 21; Western Archaic Greek order: 24,miniscule: φ
Χ,χι,Greek script,0,,chi,𐤊:1,Modern Greek to Latin: ch; Classical Greek to Latin: ch; Western Archaic Greek to Latin: ks,Classical Greek order: 22; Western Archaic Greek order: 23,miniscule: χ
Ψ,ψι,Greek script,0,,psi,𐤒:1,Modern Greek to Latin: ps; Classical Greek to Latin: ps; Western Archaic Greek to Latin: kh,Classical Greek order: 23; Western Archaic Greek order: 25,miniscule: ψ
Ω,ωμέγα,Greek script,0,,omega,𐤏:1,Modern Greek to Latin: o; Classical Greek to Latin: o,Classical Greek order: 24,miniscule: ω
ϡ,,Greek script,0,,sampi,,,,
𐌀,,Old Italic script,0,,,Α:1,Old Italic to Modern Latin: a,Marsiliana tablet order: 1; Archaic Etruscan order: 1; Neo-Etruscan order: 1,
𐌁,,Old Italic script,0,,,Β:1,Old Italic to Modern Latin: b,Marsiliana tablet order: 2,
𐌂,,Old Italic script,0,,,Γ:1,Old Italic to Modern Latin: g,Marsiliana tablet order: 3; Archaic Etruscan order: 2; Neo-Etruscan order: 2,
𐌃,,Old Italic script,0,,,Δ:1,Old Italic to Modern Latin: d,Marsiliana tablet order: 4,
𐌄,,Old Italic script,0,,,Ε:1,Old Italic to Modern Latin: e,Marsiliana tablet order: 5; Archaic Etruscan order: 3; Neo-Etruscan order: 3,
𐌅,,Old Italic script,0,,,Ϝ:1,Old Italic to Modern Latin: v,Marsiliana tablet order: 6; Archaic Etruscan order: 4; Neo-Etruscan order: 4,
𐌆,,Old Italic script,0,,,Ζ:1,Old Italic to Modern Latin: z,Marsiliana tablet order: 7; Archaic Etruscan order: 5; Neo-Etruscan order: 5,
𐌇,,Old Italic script,0,,,Η:1,Old Italic to Modern Latin: h,Marsiliana tablet order: 8; Archaic Etruscan order: 6; Neo-Etruscan order: 6,
𐌈,,Old Italic script,0,,,Θ:1,Old Italic to Modern Latin: th,Marsiliana tablet order: 9; Archaic Etruscan order: 7; Neo-Etruscan order: 7,
𐌉,,Old Italic script,0,,,Ι:1,Old Italic to Modern Latin: i,Marsiliana tablet order: 10; Archaic Etruscan order: 8; Neo-Etruscan order: 8,
𐌊,,Old Italic script,0,,,Κ:1,Old Italic to Modern Latin: k,Marsiliana tablet order: 11; Archaic Etruscan order: 9,
𐌋,,Old Italic script,0,,,Λ:1,Old Italic to Modern Latin: l,Marsiliana tablet order: 12; Archaic Etruscan order: 10; Neo-Etruscan order: 9,
𐌌,,Old Italic script,0,,,Μ:1,Old Italic to Modern Latin: m,Marsiliana tablet order: 13; Archaic Etruscan order: 11; Neo-Etruscan order: 10,
𐌍,,Old Italic script,0,,,Ν:1,Old Italic to Modern Latin: n,Marsiliana tablet order: 14; Archaic Etruscan order: 12; Neo-Etruscan order: 11,
